geometry;hub;index_right;stop_id
POLYGON ((52.643277 4.762708000000001, 52.643277 4.76436, 52.64434000000001 4.76436, 52.64434000000001 4.762708000000001, 52.643277 4.762708000000001));15.01;4898;1501692
POLYGON ((52.643277 4.762708000000001, 52.643277 4.76436, 52.64434000000001 4.76436, 52.64434000000001 4.762708000000001, 52.643277 4.762708000000001));15.01;63315;stoparea:122894
POLYGON ((52.643277 4.762708000000001, 52.643277 4.76436, 52.64434000000001 4.76436, 52.64434000000001 4.762708000000001, 52.643277 4.762708000000001));15.01;4900;1501693
POLYGON ((52.643277 4.762708000000001, 52.643277 4.76436, 52.64434000000001 4.76436, 52.64434000000001 4.762708000000001, 52.643277 4.762708000000001));15.01;20772;54314
POLYGON ((52.643277 4.762708000000001, 52.643277 4.76436, 52.64434000000001 4.76436, 52.64434000000001 4.762708000000001, 52.643277 4.762708000000001));15.01;52710;stoparea:18077
POLYGON ((52.643277 4.762708000000001, 52.643277 4.76436, 52.64434000000001 4.76436, 52.64434000000001 4.762708000000001, 52.643277 4.762708000000001));15.01;36878;54313
POLYGON ((52.643277 4.762708000000001, 52.643277 4.76436, 52.64434000000001 4.76436, 52.64434000000001 4.762708000000001, 52.643277 4.762708000000001));15.01;41118;54312
POLYGON ((52.50983799999999 4.966207, 52.50983799999999 4.96793634343, 52.5118075984 4.96793634343, 52.5118075984 4.966207, 52.50983799999999 4.966207));14.04;29448;54567
POLYGON ((52.50983799999999 4.966207, 52.50983799999999 4.96793634343, 52.5118075984 4.96793634343, 52.5118075984 4.966207, 52.50983799999999 4.966207));14.04;52649;stoparea:18008
POLYGON ((52.50983799999999 4.966207, 52.50983799999999 4.96793634343, 52.5118075984 4.96793634343, 52.5118075984 4.966207, 52.50983799999999 4.966207));14.04;24202;54568
POLYGON ((52.50983799999999 4.966207, 52.50983799999999 4.96793634343, 52.5118075984 4.96793634343, 52.5118075984 4.966207, 52.50983799999999 4.966207));14.04;22910;85450
POLYGON ((52.50983799999999 4.966207, 52.50983799999999 4.96793634343, 52.5118075984 4.96793634343, 52.5118075984 4.966207, 52.50983799999999 4.966207));14.04;6455;249834
POLYGON ((52.50983799999999 4.966207, 52.50983799999999 4.96793634343, 52.5118075984 4.96793634343, 52.5118075984 4.966207, 52.50983799999999 4.966207));14.04;54192;stoparea:82000
POLYGON ((52.50983799999999 4.966207, 52.50983799999999 4.96793634343, 52.5118075984 4.96793634343, 52.5118075984 4.966207, 52.50983799999999 4.966207));14.04;42192;249858
POLYGON ((52.30775499999999 4.759380155695, 52.30775499999999 4.763918032914999, 52.3099560107 4.763918032914999, 52.3099560107 4.759380155695, 52.30775499999999 4.759380155695));2.01;36785;678206
POLYGON ((52.30775499999999 4.759380155695, 52.30775499999999 4.763918032914999, 52.3099560107 4.763918032914999, 52.3099560107 4.759380155695, 52.30775499999999 4.759380155695));2.01;22197;521118
POLYGON ((52.30775499999999 4.759380155695, 52.30775499999999 4.763918032914999, 52.3099560107 4.763918032914999, 52.3099560107 4.759380155695, 52.30775499999999 4.759380155695));2.01;29220;1528360
POLYGON ((52.30775499999999 4.759380155695, 52.30775499999999 4.763918032914999, 52.3099560107 4.763918032914999, 52.3099560107 4.759380155695, 52.30775499999999 4.759380155695));2.01;21927;521116
POLYGON ((52.30775499999999 4.759380155695, 52.30775499999999 4.763918032914999, 52.3099560107 4.763918032914999, 52.3099560107 4.759380155695, 52.30775499999999 4.759380155695));2.01;50262;stoparea:165460
POLYGON ((52.30775499999999 4.759380155695, 52.30775499999999 4.763918032914999, 52.3099560107 4.763918032914999, 52.3099560107 4.759380155695, 52.30775499999999 4.759380155695));2.01;22699;521121
POLYGON ((52.30775499999999 4.759380155695, 52.30775499999999 4.763918032914999, 52.3099560107 4.763918032914999, 52.3099560107 4.759380155695, 52.30775499999999 4.759380155695));2.01;21574;1529080
POLYGON ((52.30775499999999 4.759380155695, 52.30775499999999 4.763918032914999, 52.3099560107 4.763918032914999, 52.3099560107 4.759380155695, 52.30775499999999 4.759380155695));2.01;26515;1529053
POLYGON ((52.30775499999999 4.759380155695, 52.30775499999999 4.763918032914999, 52.3099560107 4.763918032914999, 52.3099560107 4.759380155695, 52.30775499999999 4.759380155695));2.01;10821;980499
POLYGON ((52.30775499999999 4.759380155695, 52.30775499999999 4.763918032914999, 52.3099560107 4.763918032914999, 52.3099560107 4.759380155695, 52.30775499999999 4.759380155695));2.01;61267;stoparea:226154
POLYGON ((52.30775499999999 4.759380155695, 52.30775499999999 4.763918032914999, 52.3099560107 4.763918032914999, 52.3099560107 4.759380155695, 52.30775499999999 4.759380155695));2.01;14231;1480639
POLYGON ((52.30775499999999 4.759380155695, 52.30775499999999 4.763918032914999, 52.3099560107 4.763918032914999, 52.3099560107 4.759380155695, 52.30775499999999 4.759380155695));2.01;63076;stoparea:110900
POLYGON ((52.30775499999999 4.759380155695, 52.30775499999999 4.763918032914999, 52.3099560107 4.763918032914999, 52.3099560107 4.759380155695, 52.30775499999999 4.759380155695));2.01;50047;521117
POLYGON ((52.30775499999999 4.759380155695, 52.30775499999999 4.763918032914999, 52.3099560107 4.763918032914999, 52.3099560107 4.759380155695, 52.30775499999999 4.759380155695));2.01;21144;1238901
POLYGON ((52.30775499999999 4.759380155695, 52.30775499999999 4.763918032914999, 52.3099560107 4.763918032914999, 52.3099560107 4.759380155695, 52.30775499999999 4.759380155695));2.01;13250;1420481
POLYGON ((52.30775499999999 4.759380155695, 52.30775499999999 4.763918032914999, 52.3099560107 4.763918032914999, 52.3099560107 4.759380155695, 52.30775499999999 4.759380155695));2.01;35446;980501
POLYGON ((52.30775499999999 4.759380155695, 52.30775499999999 4.763918032914999, 52.3099560107 4.763918032914999, 52.3099560107 4.759380155695, 52.30775499999999 4.759380155695));2.01;6486;322605
POLYGON ((52.30775499999999 4.759380155695, 52.30775499999999 4.763918032914999, 52.3099560107 4.763918032914999, 52.3099560107 4.759380155695, 52.30775499999999 4.759380155695));2.01;18086;980494
POLYGON ((52.30775499999999 4.759380155695, 52.30775499999999 4.763918032914999, 52.3099560107 4.763918032914999, 52.3099560107 4.759380155695, 52.30775499999999 4.759380155695));2.01;32501;980505
POLYGON ((52.30775499999999 4.759380155695, 52.30775499999999 4.763918032914999, 52.3099560107 4.763918032914999, 52.3099560107 4.759380155695, 52.30775499999999 4.759380155695));2.01;49202;1377005
POLYGON ((52.30775499999999 4.759380155695, 52.30775499999999 4.763918032914999, 52.3099560107 4.763918032914999, 52.3099560107 4.759380155695, 52.30775499999999 4.759380155695));2.01;43420;1528359
POLYGON ((52.30775499999999 4.759380155695, 52.30775499999999 4.763918032914999, 52.3099560107 4.763918032914999, 52.3099560107 4.759380155695, 52.30775499999999 4.759380155695));2.01;29053;1242276
POLYGON ((52.30775499999999 4.759380155695, 52.30775499999999 4.763918032914999, 52.3099560107 4.763918032914999, 52.3099560107 4.759380155695, 52.30775499999999 4.759380155695));2.01;26472;678238
POLYGON ((52.30775499999999 4.759380155695, 52.30775499999999 4.763918032914999, 52.3099560107 4.763918032914999, 52.3099560107 4.759380155695, 52.30775499999999 4.759380155695));2.01;62972;stoparea:201302
POLYGON ((52.30775499999999 4.759380155695, 52.30775499999999 4.763918032914999, 52.3099560107 4.763918032914999, 52.3099560107 4.759380155695, 52.30775499999999 4.759380155695));2.01;21763;634291
POLYGON ((52.30775499999999 4.759380155695, 52.30775499999999 4.763918032914999, 52.3099560107 4.763918032914999, 52.3099560107 4.759380155695, 52.30775499999999 4.759380155695));2.01;14867;521120
POLYGON ((52.30775499999999 4.759380155695, 52.30775499999999 4.763918032914999, 52.3099560107 4.763918032914999, 52.3099560107 4.759380155695, 52.30775499999999 4.759380155695));2.01;26671;634292
POLYGON ((52.32264199999999 4.935370750000001, 52.32264199999999 4.93771825, 52.324395 4.93771825, 52.324395 4.935370750000001, 52.32264199999999 4.935370750000001));8.03;26051;54030
POLYGON ((52.32264199999999 4.935370750000001, 52.32264199999999 4.93771825, 52.324395 4.93771825, 52.324395 4.935370750000001, 52.32264199999999 4.935370750000001));8.03;43594;54038
POLYGON ((52.32264199999999 4.935370750000001, 52.32264199999999 4.93771825, 52.324395 4.93771825, 52.324395 4.935370750000001, 52.32264199999999 4.935370750000001));8.03;39870;75027
POLYGON ((52.32264199999999 4.935370750000001, 52.32264199999999 4.93771825, 52.324395 4.93771825, 52.324395 4.935370750000001, 52.32264199999999 4.935370750000001));8.03;30678;96437
POLYGON ((52.32264199999999 4.935370750000001, 52.32264199999999 4.93771825, 52.324395 4.93771825, 52.324395 4.935370750000001, 52.32264199999999 4.935370750000001));8.03;52438;stoparea:17781
POLYGON ((52.32264199999999 4.935370750000001, 52.32264199999999 4.93771825, 52.324395 4.93771825, 52.324395 4.935370750000001, 52.32264199999999 4.935370750000001));8.03;59992;stoparea:30793
POLYGON ((52.32264199999999 4.935370750000001, 52.32264199999999 4.93771825, 52.324395 4.93771825, 52.324395 4.935370750000001, 52.32264199999999 4.935370750000001));8.03;48361;103180
POLYGON ((52.32264199999999 4.935370750000001, 52.32264199999999 4.93771825, 52.324395 4.93771825, 52.324395 4.935370750000001, 52.32264199999999 4.935370750000001));8.03;6505;96435
POLYGON ((52.32264199999999 4.935370750000001, 52.32264199999999 4.93771825, 52.324395 4.93771825, 52.324395 4.935370750000001, 52.32264199999999 4.935370750000001));8.03;35735;103161
POLYGON ((52.32264199999999 4.935370750000001, 52.32264199999999 4.93771825, 52.324395 4.93771825, 52.324395 4.935370750000001, 52.32264199999999 4.935370750000001));8.03;43589;54031
POLYGON ((52.32264199999999 4.935370750000001, 52.32264199999999 4.93771825, 52.324395 4.93771825, 52.324395 4.935370750000001, 52.32264199999999 4.935370750000001));8.03;14490;54035
POLYGON ((52.381687 4.67048, 52.381687 4.671791, 52.383774 4.671791, 52.383774 4.67048, 52.381687 4.67048));10.01;8416;1420158
POLYGON ((52.381687 4.67048, 52.381687 4.671791, 52.383774 4.671791, 52.383774 4.67048, 52.381687 4.67048));10.01;52650;stoparea:18009
POLYGON ((52.381687 4.67048, 52.381687 4.671791, 52.383774 4.671791, 52.383774 4.67048, 52.381687 4.67048));10.01;64296;stoparea:280339
POLYGON ((52.381687 4.67048, 52.381687 4.671791, 52.383774 4.671791, 52.383774 4.67048, 52.381687 4.67048));10.01;18034;1419932
POLYGON ((52.381687 4.67048, 52.381687 4.671791, 52.383774 4.671791, 52.383774 4.67048, 52.381687 4.67048));10.01;59314;stoparea:280334
POLYGON ((52.381687 4.67048, 52.381687 4.671791, 52.383774 4.671791, 52.383774 4.67048, 52.381687 4.67048));10.01;33435;1420642
POLYGON ((52.381687 4.67048, 52.381687 4.671791, 52.383774 4.671791, 52.383774 4.67048, 52.381687 4.67048));10.01;13189;1420100
POLYGON ((52.381687 4.67048, 52.381687 4.671791, 52.383774 4.671791, 52.383774 4.67048, 52.381687 4.67048));10.01;48041;1420211
POLYGON ((52.381687 4.67048, 52.381687 4.671791, 52.383774 4.671791, 52.383774 4.67048, 52.381687 4.67048));10.01;60311;stoparea:280335
POLYGON ((52.381687 4.67048, 52.381687 4.671791, 52.383774 4.671791, 52.383774 4.67048, 52.381687 4.67048));10.01;14416;54933
POLYGON ((52.381687 4.67048, 52.381687 4.671791, 52.383774 4.671791, 52.383774 4.67048, 52.381687 4.67048));10.01;42083;55006
POLYGON ((52.381687 4.67048, 52.381687 4.671791, 52.383774 4.671791, 52.383774 4.67048, 52.381687 4.67048));10.01;44871;54932
POLYGON ((52.310621 4.94601275, 52.310621 4.948546249999999, 52.313111 4.948546249999999, 52.313111 4.94601275, 52.310621 4.94601275));9.02;44893;54157
POLYGON ((52.310621 4.94601275, 52.310621 4.948546249999999, 52.313111 4.948546249999999, 52.313111 4.94601275, 52.310621 4.94601275));9.02;43705;54150
POLYGON ((52.310621 4.94601275, 52.310621 4.948546249999999, 52.313111 4.948546249999999, 52.313111 4.94601275, 52.310621 4.94601275));9.02;10723;54149
POLYGON ((52.310621 4.94601275, 52.310621 4.948546249999999, 52.313111 4.948546249999999, 52.313111 4.94601275, 52.310621 4.94601275));9.02;23952;96476
POLYGON ((52.310621 4.94601275, 52.310621 4.948546249999999, 52.313111 4.948546249999999, 52.313111 4.94601275, 52.310621 4.94601275));9.02;21834;76052
POLYGON ((52.310621 4.94601275, 52.310621 4.948546249999999, 52.313111 4.948546249999999, 52.313111 4.94601275, 52.310621 4.94601275));9.02;12072;936628
POLYGON ((52.310621 4.94601275, 52.310621 4.948546249999999, 52.313111 4.948546249999999, 52.313111 4.94601275, 52.310621 4.94601275));9.02;14375;54178
POLYGON ((52.310621 4.94601275, 52.310621 4.948546249999999, 52.313111 4.948546249999999, 52.313111 4.94601275, 52.310621 4.94601275));9.02;52810;stoparea:18187
POLYGON ((52.310621 4.94601275, 52.310621 4.948546249999999, 52.313111 4.948546249999999, 52.313111 4.94601275, 52.310621 4.94601275));9.02;8796;96477
POLYGON ((52.310621 4.94601275, 52.310621 4.948546249999999, 52.313111 4.948546249999999, 52.313111 4.94601275, 52.310621 4.94601275));9.02;14194;54151
POLYGON ((52.310621 4.94601275, 52.310621 4.948546249999999, 52.313111 4.948546249999999, 52.313111 4.94601275, 52.310621 4.94601275));9.02;62867;stoparea:28103
POLYGON ((52.310621 4.94601275, 52.310621 4.948546249999999, 52.313111 4.948546249999999, 52.313111 4.94601275, 52.310621 4.94601275));9.02;35440;499675
POLYGON ((52.310621 4.94601275, 52.310621 4.948546249999999, 52.313111 4.948546249999999, 52.313111 4.94601275, 52.310621 4.94601275));9.02;35439;361159
POLYGON ((52.310621 4.94601275, 52.310621 4.948546249999999, 52.313111 4.948546249999999, 52.313111 4.94601275, 52.310621 4.94601275));9.02;14686;1379028
POLYGON ((52.310621 4.94601275, 52.310621 4.948546249999999, 52.313111 4.948546249999999, 52.313111 4.94601275, 52.310621 4.94601275));9.02;52234;stoparea:197939
POLYGON ((52.310621 4.94601275, 52.310621 4.948546249999999, 52.313111 4.948546249999999, 52.313111 4.94601275, 52.310621 4.94601275));9.02;18081;521150
POLYGON ((52.310621 4.94601275, 52.310621 4.948546249999999, 52.313111 4.948546249999999, 52.313111 4.94601275, 52.310621 4.94601275));9.02;32746;1240728
POLYGON ((52.310621 4.94601275, 52.310621 4.948546249999999, 52.313111 4.948546249999999, 52.313111 4.94601275, 52.310621 4.94601275));9.02;25601;54154
POLYGON ((52.310621 4.94601275, 52.310621 4.948546249999999, 52.313111 4.948546249999999, 52.313111 4.94601275, 52.310621 4.94601275));9.02;12817;1238830
POLYGON ((52.310621 4.94601275, 52.310621 4.948546249999999, 52.313111 4.948546249999999, 52.313111 4.94601275, 52.310621 4.94601275));9.02;63168;stoparea:121360
POLYGON ((52.310621 4.94601275, 52.310621 4.948546249999999, 52.313111 4.948546249999999, 52.313111 4.94601275, 52.310621 4.94601275));9.02;30652;103176
POLYGON ((52.310621 4.94601275, 52.310621 4.948546249999999, 52.313111 4.948546249999999, 52.313111 4.94601275, 52.310621 4.94601275));9.02;32495;1238829
POLYGON ((52.310621 4.94601275, 52.310621 4.948546249999999, 52.313111 4.948546249999999, 52.313111 4.94601275, 52.310621 4.94601275));9.02;44042;1538644
POLYGON ((52.310621 4.94601275, 52.310621 4.948546249999999, 52.313111 4.948546249999999, 52.313111 4.94601275, 52.310621 4.94601275));9.02;23628;1236874
POLYGON ((52.310621 4.94601275, 52.310621 4.948546249999999, 52.313111 4.948546249999999, 52.313111 4.94601275, 52.310621 4.94601275));9.02;33785;360711
POLYGON ((52.310621 4.94601275, 52.310621 4.948546249999999, 52.313111 4.948546249999999, 52.313111 4.94601275, 52.310621 4.94601275));9.02;41361;1535303
POLYGON ((52.310621 4.94601275, 52.310621 4.948546249999999, 52.313111 4.948546249999999, 52.313111 4.94601275, 52.310621 4.94601275));9.02;44104;1538734
POLYGON ((52.43711035254999 4.812169448804999, 52.43711035254999 4.816038807655, 52.44045654915 4.816038807655, 52.44045654915 4.812169448804999, 52.43711035254999 4.812169448804999));13.01;37262;355107
POLYGON ((52.43711035254999 4.812169448804999, 52.43711035254999 4.816038807655, 52.44045654915 4.816038807655, 52.44045654915 4.812169448804999, 52.43711035254999 4.812169448804999));13.01;14494;54613
POLYGON ((52.43711035254999 4.812169448804999, 52.43711035254999 4.816038807655, 52.44045654915 4.816038807655, 52.44045654915 4.812169448804999, 52.43711035254999 4.812169448804999));13.01;21296;54614
POLYGON ((52.43711035254999 4.812169448804999, 52.43711035254999 4.816038807655, 52.44045654915 4.816038807655, 52.44045654915 4.812169448804999, 52.43711035254999 4.812169448804999));13.01;52639;stoparea:17996
POLYGON ((52.43711035254999 4.812169448804999, 52.43711035254999 4.816038807655, 52.44045654915 4.816038807655, 52.44045654915 4.812169448804999, 52.43711035254999 4.812169448804999));13.01;14373;54617
POLYGON ((52.43711035254999 4.812169448804999, 52.43711035254999 4.816038807655, 52.44045654915 4.816038807655, 52.44045654915 4.812169448804999, 52.43711035254999 4.812169448804999));13.01;14711;54615
POLYGON ((52.43711035254999 4.812169448804999, 52.43711035254999 4.816038807655, 52.44045654915 4.816038807655, 52.44045654915 4.812169448804999, 52.43711035254999 4.812169448804999));13.01;17831;360989
POLYGON ((52.43711035254999 4.812169448804999, 52.43711035254999 4.816038807655, 52.44045654915 4.816038807655, 52.44045654915 4.812169448804999, 52.43711035254999 4.812169448804999));13.01;49701;360985
POLYGON ((52.43711035254999 4.812169448804999, 52.43711035254999 4.816038807655, 52.44045654915 4.816038807655, 52.44045654915 4.812169448804999, 52.43711035254999 4.812169448804999));13.01;3826;365188
POLYGON ((52.43711035254999 4.812169448804999, 52.43711035254999 4.816038807655, 52.44045654915 4.816038807655, 52.44045654915 4.812169448804999, 52.43711035254999 4.812169448804999));13.01;21741;79696
POLYGON ((52.43711035254999 4.812169448804999, 52.43711035254999 4.816038807655, 52.44045654915 4.816038807655, 52.44045654915 4.812169448804999, 52.43711035254999 4.812169448804999));13.01;10552;365190
POLYGON ((52.43711035254999 4.812169448804999, 52.43711035254999 4.816038807655, 52.44045654915 4.816038807655, 52.44045654915 4.812169448804999, 52.43711035254999 4.812169448804999));13.01;61743;stoparea:122430
POLYGON ((52.43711035254999 4.812169448804999, 52.43711035254999 4.816038807655, 52.44045654915 4.816038807655, 52.44045654915 4.812169448804999, 52.43711035254999 4.812169448804999));13.01;10557;360986
POLYGON ((52.43711035254999 4.812169448804999, 52.43711035254999 4.816038807655, 52.44045654915 4.816038807655, 52.44045654915 4.812169448804999, 52.43711035254999 4.812169448804999));13.01;12966;365189
POLYGON ((52.43711035254999 4.812169448804999, 52.43711035254999 4.816038807655, 52.44045654915 4.816038807655, 52.44045654915 4.812169448804999, 52.43711035254999 4.812169448804999));13.01;21982;365187
POLYGON ((52.43711035254999 4.812169448804999, 52.43711035254999 4.816038807655, 52.44045654915 4.816038807655, 52.44045654915 4.812169448804999, 52.43711035254999 4.812169448804999));13.01;33240;365191
POLYGON ((52.43711035254999 4.812169448804999, 52.43711035254999 4.816038807655, 52.44045654915 4.816038807655, 52.44045654915 4.812169448804999, 52.43711035254999 4.812169448804999));13.01;10556;360988
POLYGON ((52.43711035254999 4.812169448804999, 52.43711035254999 4.816038807655, 52.44045654915 4.816038807655, 52.44045654915 4.812169448804999, 52.43711035254999 4.812169448804999));13.01;17830;547854
POLYGON ((52.43711035254999 4.812169448804999, 52.43711035254999 4.816038807655, 52.44045654915 4.816038807655, 52.44045654915 4.812169448804999, 52.43711035254999 4.812169448804999));13.01;47815;366138
POLYGON ((52.43711035254999 4.812169448804999, 52.43711035254999 4.816038807655, 52.44045654915 4.816038807655, 52.44045654915 4.812169448804999, 52.43711035254999 4.812169448804999));13.01;51377;stoparea:123165
POLYGON ((52.291609 4.69737, 52.291609 4.699433, 52.293271 4.699433, 52.293271 4.69737, 52.291609 4.69737));2.02;30372;1238872
POLYGON ((52.291609 4.69737, 52.291609 4.699433, 52.293271 4.699433, 52.293271 4.69737, 52.291609 4.69737));2.02;1823;1238726
POLYGON ((52.291609 4.69737, 52.291609 4.699433, 52.293271 4.699433, 52.293271 4.69737, 52.291609 4.69737));2.02;13259;939998
POLYGON ((52.291609 4.69737, 52.291609 4.699433, 52.293271 4.699433, 52.293271 4.69737, 52.291609 4.69737));2.02;24176;55095
POLYGON ((52.291609 4.69737, 52.291609 4.699433, 52.293271 4.699433, 52.293271 4.69737, 52.291609 4.69737));2.02;10807;366900
POLYGON ((52.291609 4.69737, 52.291609 4.699433, 52.293271 4.699433, 52.293271 4.69737, 52.291609 4.69737));2.02;57352;stoparea:122168
POLYGON ((52.291609 4.69737, 52.291609 4.699433, 52.293271 4.699433, 52.293271 4.69737, 52.291609 4.69737));2.02;14866;55093
POLYGON ((52.291609 4.69737, 52.291609 4.699433, 52.293271 4.699433, 52.293271 4.69737, 52.291609 4.69737));2.02;52735;stoparea:18104
POLYGON ((52.291609 4.69737, 52.291609 4.699433, 52.293271 4.699433, 52.293271 4.69737, 52.291609 4.69737));2.02;10809;511040
POLYGON ((52.291609 4.69737, 52.291609 4.699433, 52.293271 4.699433, 52.293271 4.69737, 52.291609 4.69737));2.02;28394;1522562
POLYGON ((52.291609 4.69737, 52.291609 4.699433, 52.293271 4.699433, 52.293271 4.69737, 52.291609 4.69737));2.02;24212;55094
POLYGON ((52.291609 4.69737, 52.291609 4.699433, 52.293271 4.699433, 52.293271 4.69737, 52.291609 4.69737));2.02;21829;55096
POLYGON ((52.291609 4.69737, 52.291609 4.699433, 52.293271 4.699433, 52.293271 4.69737, 52.291609 4.69737));2.02;13260;939681
POLYGON ((52.291609 4.69737, 52.291609 4.699433, 52.293271 4.699433, 52.293271 4.69737, 52.291609 4.69737));2.02;24206;91848
POLYGON ((52.28016299999999 5.15654572201, 52.28016299999999 5.158708, 52.2812649886 5.158708, 52.2812649886 5.15654572201, 52.28016299999999 5.15654572201));12.07;41505;53976
POLYGON ((52.28016299999999 5.15654572201, 52.28016299999999 5.158708, 52.2812649886 5.158708, 52.2812649886 5.15654572201, 52.28016299999999 5.15654572201));12.07;25598;53975
POLYGON ((52.28016299999999 5.15654572201, 52.28016299999999 5.158708, 52.2812649886 5.158708, 52.2812649886 5.15654572201, 52.28016299999999 5.15654572201));12.07;52938;stoparea:18332
POLYGON ((52.28016299999999 5.15654572201, 52.28016299999999 5.158708, 52.2812649886 5.158708, 52.2812649886 5.15654572201, 52.28016299999999 5.15654572201));12.07;14366;53974
POLYGON ((52.28016299999999 5.15654572201, 52.28016299999999 5.158708, 52.2812649886 5.158708, 52.2812649886 5.15654572201, 52.28016299999999 5.15654572201));12.07;40007;1355610
POLYGON ((52.28016299999999 5.15654572201, 52.28016299999999 5.158708, 52.2812649886 5.158708, 52.2812649886 5.15654572201, 52.28016299999999 5.15654572201));12.07;10850;359771
POLYGON ((52.28016299999999 5.15654572201, 52.28016299999999 5.158708, 52.2812649886 5.158708, 52.2812649886 5.15654572201, 52.28016299999999 5.15654572201));12.07;24224;53973
POLYGON ((52.28016299999999 5.15654572201, 52.28016299999999 5.158708, 52.2812649886 5.158708, 52.2812649886 5.15654572201, 52.28016299999999 5.15654572201));12.07;62395;stoparea:120439
POLYGON ((52.28016299999999 5.15654572201, 52.28016299999999 5.158708, 52.2812649886 5.158708, 52.2812649886 5.15654572201, 52.28016299999999 5.15654572201));12.07;33532;364752
POLYGON ((52.28016299999999 5.15654572201, 52.28016299999999 5.158708, 52.2812649886 5.158708, 52.2812649886 5.15654572201, 52.28016299999999 5.15654572201));12.07;47856;366185
POLYGON ((52.28016299999999 5.15654572201, 52.28016299999999 5.158708, 52.2812649886 5.158708, 52.2812649886 5.15654572201, 52.28016299999999 5.15654572201));12.07;47781;365229
POLYGON ((52.356183 4.83332, 52.356183 4.8353335, 52.358674 4.8353335, 52.358674 4.83332, 52.356183 4.83332));2.10;40538;1539711
POLYGON ((52.356183 4.83332, 52.356183 4.8353335, 52.358674 4.8353335, 52.358674 4.83332, 52.356183 4.83332));2.10;50218;103851
POLYGON ((52.356183 4.83332, 52.356183 4.8353335, 52.358674 4.8353335, 52.358674 4.83332, 52.356183 4.83332));2.10;40636;1539710
POLYGON ((52.356183 4.83332, 52.356183 4.8353335, 52.358674 4.8353335, 52.358674 4.83332, 52.356183 4.83332));2.10;52808;stoparea:18184
POLYGON ((52.356183 4.83332, 52.356183 4.8353335, 52.358674 4.8353335, 52.358674 4.83332, 52.356183 4.83332));2.10;40205;1539712
POLYGON ((52.356183 4.83332, 52.356183 4.8353335, 52.358674 4.8353335, 52.358674 4.83332, 52.356183 4.83332));2.10;50220;96455
POLYGON ((52.356183 4.83332, 52.356183 4.8353335, 52.358674 4.8353335, 52.358674 4.83332, 52.356183 4.83332));2.10;22356;96456
POLYGON ((52.356183 4.83332, 52.356183 4.8353335, 52.358674 4.8353335, 52.358674 4.83332, 52.356183 4.83332));2.10;62845;stoparea:26648
POLYGON ((52.356183 4.83332, 52.356183 4.8353335, 52.358674 4.8353335, 52.358674 4.83332, 52.356183 4.83332));2.10;11136;1379029
POLYGON ((52.356183 4.83332, 52.356183 4.8353335, 52.358674 4.8353335, 52.358674 4.83332, 52.356183 4.83332));2.10;23959;103852
POLYGON ((52.356183 4.83332, 52.356183 4.8353335, 52.358674 4.8353335, 52.358674 4.83332, 52.356183 4.83332));2.10;46187;745048
POLYGON ((52.356183 4.83332, 52.356183 4.8353335, 52.358674 4.8353335, 52.358674 4.83332, 52.356183 4.83332));2.10;32486;359505
POLYGON ((52.356183 4.83332, 52.356183 4.8353335, 52.358674 4.8353335, 52.358674 4.83332, 52.356183 4.83332));2.10;61412;stoparea:123389
POLYGON ((52.356183 4.83332, 52.356183 4.8353335, 52.358674 4.8353335, 52.358674 4.83332, 52.356183 4.83332));2.10;4120;939789
POLYGON ((52.356183 4.83332, 52.356183 4.8353335, 52.358674 4.8353335, 52.358674 4.83332, 52.356183 4.83332));2.10;14676;1522996
POLYGON ((52.40053750000001 4.930729, 52.40053750000001 4.935048500000001, 52.40313800000001 4.935048500000001, 52.40313800000001 4.930729, 52.40053750000001 4.930729));14b;26219;1525627
POLYGON ((52.40053750000001 4.930729, 52.40053750000001 4.935048500000001, 52.40313800000001 4.935048500000001, 52.40313800000001 4.930729, 52.40053750000001 4.930729));14b;12010;1525561
POLYGON ((52.40053750000001 4.930729, 52.40053750000001 4.935048500000001, 52.40313800000001 4.935048500000001, 52.40313800000001 4.930729, 52.40053750000001 4.930729));14b;55056;stoparea:296093
POLYGON ((52.40053750000001 4.930729, 52.40053750000001 4.935048500000001, 52.40313800000001 4.935048500000001, 52.40313800000001 4.930729, 52.40053750000001 4.930729));14b;39936;1480227
POLYGON ((52.40053750000001 4.930729, 52.40053750000001 4.935048500000001, 52.40313800000001 4.935048500000001, 52.40313800000001 4.930729, 52.40053750000001 4.930729));14b;66599;stoparea:285520
POLYGON ((52.40053750000001 4.930729, 52.40053750000001 4.935048500000001, 52.40313800000001 4.935048500000001, 52.40313800000001 4.930729, 52.40053750000001 4.930729));14b;44378;1540662
POLYGON ((52.40053750000001 4.930729, 52.40053750000001 4.935048500000001, 52.40313800000001 4.935048500000001, 52.40313800000001 4.930729, 52.40053750000001 4.930729));14b;44375;1540661
POLYGON ((52.40053750000001 4.930729, 52.40053750000001 4.935048500000001, 52.40313800000001 4.935048500000001, 52.40313800000001 4.930729, 52.40053750000001 4.930729));14b;44405;1541106
POLYGON ((52.40053750000001 4.930729, 52.40053750000001 4.935048500000001, 52.40313800000001 4.935048500000001, 52.40313800000001 4.930729, 52.40053750000001 4.930729));14b;12012;1525666
POLYGON ((52.40053750000001 4.930729, 52.40053750000001 4.935048500000001, 52.40313800000001 4.935048500000001, 52.40313800000001 4.930729, 52.40053750000001 4.930729));14b;26535;1522985
